,original_text,text
895,Mehr Platz für Familie #Merkelmussbleiben,Mehr Platz fr Familie
896,"RT @stillgray: Prefacing something with ""literal"" doesn't make it true. No, words are not ""literally violence."" And your opponent isn't ""li…",Prefacing something with literal doesnt make it true No words are not literally violence And your opponent isnt li
897,Jordan's rebranded Islamists seen staging election comeback  #world #news,Jordans rebranded Islamists seen staging election comeback
898,"RT @JaymeMcKenna: Twitter Trolls Club 

#ConventionsToAvoid",Twitter Trolls Club
899,RT @LGBTFORTRUMP: #ReasonsToProtest refugees getting new apartments while Americans sleep in the street https://t.co/1o8klnm7BG,refugees getting new apartments while Americans sleep in the street
900,RT @blackdeplorable: Black brothas &amp; sistas: tell a white @HillaryClinton supporter u r voting 4 Trump.They'll essentially call u n-word  h…,Black brothas   sistas tell a white Hillary Clinton supporter u r voting 4 TrumpTheyll essentially call u nword  h
901,"#DemnDebate “If The Doctor showed up to the White House and asked you to be a companion, where would your first destination be and why?”",If The Doctor showed up to the White House and asked you to be a companion where would your first destination be and why
902,RT @therealezway: George Soros left is retooling the left's strategy to defeat Trump and that scares the vermin Alt-Right naturally. Don't…,George Soros left is retooling the lefts strategy to defeat Trump and that scares the vermin AltRight naturally Dont
903,RT @democracynow: Sudanese @Stanford Ph.D. Student Speaks Out After Being Detained at JFK Under Trump Muslim Ban https://t.co/UyRgxg3Gfi ht…,Sudanese PhD Student Speaks Out After Being Detained at JFK Under Trump Muslim Ban ht
904,RT @JewhadiTM: San Diego police chief says injured officer Wade Irwin remains unconscious in serious condition following shooting https://t…,San Diego police chief says injured officer Wade Irwin remains unconscious in serious condition following shooting
905,Donald Trump attacks CNN in tweetstorm  #politics,Donald Trump attacks CNN in tweetstorm
906,How AZ's Democratic and GOP delegations differ https://t.co/9VtxtDoYHW | https://t.co/0aSh3ddYmz https://t.co/rNQlN761N3,How AZs Democratic and GOP delegations differ
907,RT @SPIEGELONLINE: Aus Somalia und Eritrea kommen immer mehr beschnittene Frauen nach Deutschland. Ärzte sind darauf kaum vorbereitet. http…,Aus Somalia und Eritrea kommen immer mehr beschnittene Frauen nach Deutschland rzte sind darauf kaum vorbereitet
908,"RT @VoteTrumpMAGA: In case you missed it: #Trump's Full Speech in Colorado 9/17/2016 

#MAGA #GOP #TrumpPence16 #TrumpTrain #TCOT #CCOT htt…",In case you missed it Full Speech in Colorado 9172016   htt
909,#IslamKills Why can't the Syrian refugees go to Mexico!? Fight the cartels who are almost as bad as them? #StopIslam,Why cant the Syrian refugees go to Mexico Fight the cartels who are almost as bad as them
910,RT @CR: Check out what Ted Cruz and Mike Lee have to say about Trump's monumental SCOTUS pick https://t.co/erQsPbHmbl,Check out what Ted Cruz and Mike Lee have to say about Trumps monumental SCOTUS pick
911,RT @MichaelsANewman: @SweepsFox @DarrenJJordan Not gonna happen until we also vote out most if not all of the #RINOs.The R the same as #Lib…,Not gonna happen until we also vote out most if not all of the R the same as
912,RT @nestormotojr: Hillary showed everyone her true colors when she ran against Obama in 08. #HRCoriginalbirther #birtherism https://t.co/qj…,Hillary showed everyone her true colors when she ran against Obama in 08
913,RT @NatShupe: We also send Mexico close to $1 billion dollars a year in foreign aid.  Stop sending that money and use it as well to pay for…,We also send Mexico close to 1 billion dollars a year in foreign aid  Stop sending that money and use it as well to pay for
914,RT @CROWENATION2016: Now listen! Don't be alarmed if elites tank market today/tonight. They're trying to psyche you out!Vote Trump! Brexit…,Now listen Dont be alarmed if elites tank market todaytonight Theyre trying to psyche you outVote Trump Brexit
915,"Dear whoever is reading this, you are beautiful and someone out there is crazy about you. ♥",Dear whoever is reading this you are beautiful and someone out there is crazy about you
916,Listening to my playlist. My soul's crying 💧 😔 💧,Listening to my playlist My souls crying
917,"I believe Colin Powell 100%👍👍
We all know #CrookedHillary lies constantly. 
#HillaryEmails https://t.co/pv7M1sDrcU",I believe Colin Powell 100 We all know Hillary Clinton lies constantly
918,Can you please stop being so cute? I'm trying not to like you.,Can you please stop being so cute Im trying not to like you
919,"RT @scottisbell_: Hey @UnleashedPetco @Petco The humans def enjoy the Troll Black Friday giveaways, but I don't think these 2 Norfolk terri…",Hey The humans def enjoy the Troll Black Friday giveaways but I dont think these 2 Norfolk terri
920,"RT @joshrogin: Clinton Sought Pentagon, State Department Contracts for Chelsea’s Friend https://t.co/au3E5kux2K by @BillGertz @FreeBeacon",Clinton Sought Pentagon State Department Contracts for Chelseas Friend by
921,RT @angeIiczjm: Hell of a ride #2016In4Words,Hell of a ride
922,RT @572horse: @HorseShort @joyreaper @SenWarren @elizabethforma @myGianLuca @Andromodid @BarbMuenchen @BabyTrump1 @soniafarace https://t.co…,
923,"Libertarian VP Weld: Trump has ‘a screw loose’: Donald Trump is not only a “huckster,” but he also has a “scr... https://t.co/0J7YHN5evb",Libertarian VP Weld Trump has a screw loose Donald Trump is not only a huckster but he also has a scr
924,RT @MrEdTrain: I truly believe the USA lost a lot of credibility with the Clintons past reputation !We definitely need Trump to br… ,I truly believe the USA lost a lot of credibility with the Clintons past reputation We definitely need Trump to br
925,'Emergency Protest' Scheduled in Chicago After Trump Win https://t.co/eAMhYMOPO1 https://t.co/fQna1z7DiE,Emergency Protest Scheduled in Chicago After Trump Win
926,"Why can't the media talk about the real issues, the fraud, the lies, and the scandals of Clinton??
#NeverHillary https://t.co/Fs8gF1tEjO",Why cant the media talk about the real issues the fraud the lies and the scandals of Clinton
927,#ThingsICanNeverResist showing you real logo of Hillary's campaign. https://t.co/1F0pl8QS8f,showing you real logo of Hillarys campaign
928,"RT @wickedfedora: Happy Birthday, @spencedbyus! 🎉🎉🎉 https://t.co/C1QZIUPSQq",Happy Birthday
929,RT @slyestofthekats: Placate the topic and suddenly trump forces her hand while making him immune. Well played.  https://t.co/yQApChrwGh,Placate the topic and suddenly trump forces her hand while making him immune Well played
930,RT @realDonaldTrump: Is Anthony Weiner a jerk or what!,Is Anthony Weiner a jerk or what
931,RT @VanOutryve: #SinglePayerSunday https://t.co/SaTuEZ0H3X,
932,"RT @BIZPACReview: Spicer’s first WH press conference made jaws drop globally; media still stinging, say he went too far https://t.co/P7ICSK…",Spicers first WH press conference made jaws drop globally media still stinging say he went too far
933,RT @AnonymousViking: @DrMartyFox This is Obama working hard to get noticed before he leaves bcs he can't stand that Trump Has the spotlight…,This is Obama working hard to get noticed before he leaves bcs he cant stand that Trump Has the spotlight
934,"'In this election, the extent of media bias is unprecedented, it's almost universal' ~ @Varneyco https://t.co/1uF1pC2tQT",In this election the extent of media bias is unprecedented its almost universal
935,"RT @TiMiR0: #ImTooOldFor Your drama, so... https://t.co/AlGZQ90kgJ",Your drama so
936,RT @JordanChariton: BIG ONE: @HillaryClinton aide implies @barackobama lied about not knowing HRC was using a private server while Sec… ,BIG ONE Hillary Clinton aide implies lied about not knowing HRC was using a private server while Sec
937,RT @zerohedge: American Dynamism Is In Retreat https://t.co/DPntk5Gbo2,American Dynamism Is In Retreat
938,"I don't think it's nessesary to ask this question. Ya'll know what. Media 'loves' black people so much.
#BLM https://t.co/yLxQxgtCJ4",I dont think its nessesary to ask this question Yall know what Media loves black people so much
939,RT @realDailyWire: Who is Trump Inviting To His Big Speech To Congress Tonight? Here's The List. https://t.co/lbpLxKnzCC,Who is Trump Inviting To His Big Speech To Congress Tonight Heres The List
940,Reminder: Donald Trump was never called a racist in 68 years until he opposed Hillary Clinton for president! https://t.co/Xc1CqQFr05,Reminder Donald Trump was never called a racist in 68 years until he opposed Hillary Clinton for president
941,RT @Joyannah73: #thelastthingineedis a trip to Walmart nope https://t.co/CkwJeopqej,a trip to Walmart nope
942,#AddFamilyRuinASong Family Family Guy Theme Song,Family Family Guy Theme Song
943,RT @BaseballHustler: @HillaryClinton @billclinton @HumaAbedin @johnpodesta #Kadzik Please Enjoy Your Stay👺 https://t.co/Qm6PHMoq7s,Hillary Clinton Please Enjoy Your Stay
944,RT @SebGorka: BOOM https://t.co/ObuVLSJASi,BOOM
945,RT @KellyannePolls: New #Poll: 2017/03/28/poll-americans-want-gorsuch-confirmed-by-17-point-margin/ via @dailycaller,New 20170328pollamericanswantgorsuchconfirmedby17pointmargin via
946,"RT @TrLeRo: @cmdorsey @SenSchumer @1_Hoof_Hearted 
That's why it's shovel ready", Thats why its shovel ready
947,RT @StarTribune: 'American Idol' mourns death of Season 2 finalist in head-on collision. https://t.co/Zthx8vpitu https://t.co/Nj0CN8BwLL,American Idol mourns death of Season 2 finalist in headon collision
948,"#ThanksObama One of the worst things Obama did was to give golf a bad name.  Now it's considered a haven for lazy, irresponsbile bastards",One of the worst things Obama did was to give golf a bad name  Now its considered a haven for lazy irresponsbile bastards
949,When Hodor died bevause he was holding the door in #GOT #AndThatsWhenIStartedCrying,When Hodor died bevause he was holding the door in
950,RT @ChicagoILDaily: #breaking NFL concussion settlement granted final approval by judge,NFL concussion settlement granted final approval by judge
951,RT @SankofaExp: What’s a Jazz Theologian? Listen to the Remembering Tomorrow podcast https://t.co/mJ1f9Ji7qx https://t.co/iavaQCmCM3,Whats a Jazz Theologian Listen to the Remembering Tomorrow podcast
952,Celebrations! 🎂 (W/ LEO THE GIANT) https://t.co/aKyNRCOMAl,Celebrations  W LEO THE GIANT
953,RT @YourHistoryPics: Ella Fitzgerald. Photograph by Herman Leonard. ca. 1949. https://t.co/tlLzILioxg,Ella Fitzgerald Photograph by Herman Leonard ca 1949
954,RT @NotBTB: Make America want to vote again  #TheFirst100DaysToDoList,Make America want to vote again
955,"RT @cindyrellapr: #MakeMeHateYouInOnePhrase ""If you celebrate Halloween you'll go to hell""",If you celebrate Halloween youll go to hell
956,RT @myleslefleure: @Shooters_Wife https://t.co/GZBdswQCsp,
957,I like goodmorning and goodnight texts. I like phone calls. I like knowing that someone cares and that they're trying. I like feeling wanted,I like goodmorning and goodnight texts I like phone calls I like knowing that someone cares and that theyre trying I like feeling wanted
958,14 FEB 2017 #ReasonsIAintInARelationship,14-Feb-17
959,#BetterAlternativeToDebates vomiting,vomiting
960,"Hillary just can't walk up stairs.. needs someone's help..
#Temple

@Cernovich 😏 https://t.co/fJysWVlSTB",Hillary just cant walk up stairs needs someones help
961,RT @campusreform: #LiberalPrivilege is not having to worry about your professor failing you just for your political views.,is not having to worry about your professor failing you just for your political views
962,Thomas Runs a Train #ProblematicKidsShows @midnight,Thomas Runs a Train
963,"The beauty of a woman is seen in her eyes, because that is the doorway to her heart, the place where love resides.",The beauty of a woman is seen in her eyes because that is the doorway to her heart the place where love resides
964,"#ThingsPeopleOnTwitterLike.... hashtag games, receiving likes and retweets https://t.co/8Kmh2Kk0Ec",hashtag games receiving likes and retweets
965,How to live without hashtagging #IHaveARightToKnow,How to live without hashtagging
966,RT @StevePieczenik: #NYTimes trying 2 minimize #pizzagate #PizzaGateIsReal history read this +4 truth https://t.co/gHY0jc0jGP®ion=Marginali…,trying 2 minimize history read this 4 truth
967,RT @MyInfo76880872: @MONAKatOILS they will do anything to try to hurt Donald Trump because Donald Trump is winning and they're scared,they will do anything to try to hurt Donald Trump because Donald Trump is winning and theyre scared
968,RT @NipseyHussle: Happy cday homie @TheRealSap 🏁,Happy cday homie
969,"RT @Realpolitiki: #MyBestFriendIsntAllowed
To know my alter ego twitter handle",know my alter ego twitter handle
970,"RT @JamesBr68146064: #My2017Resolution never watch anything that has news after it. Headline news, world news, nightly news, etc.",never watch anything that has news after it Headline news world news nightly news etc
971,RT @MountaineerFan4: Remember the last time; they had to steal White House furniture and silverware just to make ends meet. https://t.co/wD…,Remember the last time they had to steal White House furniture and silverware just to make ends meet
972,RT @SocialIssueNews: Wow @Oaklanddaughter there's not a single wealthy family it seems that did not profit from the Slavery of our ances… ,Wow theres not a single wealthy family it seems that did not profit from the Slavery of our ances
973,RT @WorldLatinStar: [ https://t.co/7cKdsviQ4Q  ] - Pres. Obama : “I’d advise Mr. Trump to stop whining and go try to make his case to g htt…,    Pres Obama  Id advise Mr Trump to stop whining and go try to make his case to g htt
974,"RT @RobletoFire: Wait, Am I High Or Am I Seeing The Same People That Praise/Defend @wikileaks Throwing Shade At Chelsea Manning? https://t.…",Wait Am I High Or Am I Seeing The Same People That PraiseDefend Throwing Shade At Chelsea Manning
975,RT @ErinLichnovsky: MT @EsmeraldaKiczek: Praise Jesus! Pres Trump signs EO to defund International PP #Prolife https://t.co/ncOrSROjE6 #Unb…,MT Praise Jesus Pres Trump signs EO to defund International PP
976,RT @redbuddhadojo: #IHaveARightToKnow my rights. And my lefts. But i don't. 🙇🏼,my rights And my lefts But i dont
977,RT @OnPirateSat: Watch Pretenders’ New “Holy Commotion” Video Featuring the Black Keys’ Dan Auerbach | Pitchfork https://t.co/sYxd3LIzHh ht…,Watch Pretenders New Holy Commotion Video Featuring the Black Keys Dan Auerbach  Pitchfork ht
978,I am sick and tired of this so-called candidate for the Presidential. #HillaryForPrison2016 #Hillary #teaparty https://t.co/WHINiBC1jj,I am sick and tired of this socalled candidate for the Presidential
979,"RT @nytimes: After North Korea Test, South Korea Pushes to Build Up Its Own Missiles https://t.co/jkTLR05xR1",After North Korea Test South Korea Pushes to Build Up Its Own Missiles
980,"RT @jayzzlyrics: ""We ain't in da same league/ U can lie to ya self, u can't lie to me/ I don't even know y'all name/I'm too big for u...da…",We aint in da same league U can lie to ya self u cant lie to me I dont even know yall nameIm too big for uda
981,Trump stands up for backers even as rally scuffle breaks out https://t.co/NrePDBfK6p #news,Trump stands up for backers even as rally scuffle breaks out
982,RT @FacesOutVideos: Check Out @BandManShawty 700 Escobar Night Life https://t.co/mm1oPKO4GV,Check Out 700 Escobar Night Life
983,RT @ColbyST1: #Guncontrol simply doesn't correlate with decreased violence. They only hamper our ability to defend our families #2A #Prayer…,simply doesnt correlate with decreased violence They only hamper our ability to defend our families
984,"RT @TimBurt: ""God can do more with a Samson than He can with a Jezebel.""  SHORT READ:  ""The Presidential Election"" #Reweet   https://t.co/I…",God can do more with a Samson than He can with a Jezebel  SHORT READ  The Presidential Election
985,RT @randilynisin: #2016WillGoDown for posterity as a year that can kiss my posterior. In the lobby of Trump Tower https://t.co/Y8tYT6rFvF,for posterity as a year that can kiss my posterior In the lobby of Trump Tower
986,RT @ILoveMyWife0007: GOOD! Morning #KendrickJohnson &amp; #Trayvon &amp; ALL of Our Beautiful Justice WARRIORS!!!!!!!!!!!!!!! #Uhuru!,GOOD Morning     ALL of Our Beautiful Justice WARRIORS
987,RT @TrumpThe45th: BOMBSHELL: Secret Service Endorses Donald Trump! https://t.co/OJxmQRxmtI,BOMBSHELL Secret Service Endorses Donald Trump
988,"RT @HazeyBaby_Promo: That bedtime story!!... @jaylyriq850 - ""F**k Something"" https://t.co/EeXNaTrnu9 #Support",That bedtime story  Fk Something
989,RT @Tuniekc: Black People Displaced &amp; Erased due to GentriFUCKation in MO &amp; across the EmpireOnFire🔥🔥 https://t.co/i1JfPo5HEI,Black People Displaced   Erased due to GentriFUCKation in MO   across the EmpireOnFire
990,RT @Reuters: Exclusive: Mexico cancels sugar export permits to U.S. in trade dispute https://t.co/OUCdcUqkV1 https://t.co/wr6pWiLRTy,Exclusive Mexico cancels sugar export permits to US in trade dispute
991,Republicans warn @realDonaldTrump : Right the ship or lose Senate https://t.co/vJejmZoVZT,Republicans warn  Right the ship or lose Senate
992,RT @Luisa23__: #2016In4Words BTS IS MY LOVE,BTS IS MY LOVE
993,@HiCaliberLilGal prolife!,prolife
994,"RT @TimBurt: You know what's wrong &amp; sinful yet struggle to stop. SHORT READ  ""Where You Find the Power to Overcome Sin""  https://t.co/FIkC…",You know whats wrong   sinful yet struggle to stop SHORT READ  Where You Find the Power to Overcome Sin
995,RT @lex_looper: I don't want hundreds of thousands of twitter followers because it's usually the popular tweeters who are full of shit &amp; po…,I dont want hundreds of thousands of twitter followers because its usually the popular tweeters who are full of shit   po
996,"RT @ElianaBenador: The Establishment, Right and Left, 

know they have only one enemy

@realDonaldTrump 

#TrumpTrain 
#Trump2016 
#NHPrima…",The Establishment Right and Left   know they have only one enemy  
997,RT @THExTRUMPxTRAIN: New Virginia and Pennsylvania polls! The Trump Train is pulling away #MAGA https://t.co/Y4TltuFDhu,New Virginia and Pennsylvania polls The Trump Train is pulling away
998,RT @dellaalexandri3: FIFA MOBILE 2017 #fifamobile2017 #Generator #Now #gamers #Gamer #giveaway #Download #Hacked https://t.co/iUzabCPSVn,FIFA MOBILE 2017
999,"RT @RangerSyl: Concerned about the 9th Circuit? In reality, Trump won by losing. Elegant strategic victory. https://t.co/Zs0Q5UXaxR",Concerned about the 9th Circuit In reality Trump won by losing Elegant strategic victory
1000,RT @Info24US: Muslim Woman Accuses United Airlines of Discrimination: 'I Was in Tears' http://t.co/dB7h937zyR,Muslim Woman Accuses United Airlines of Discrimination I Was in Tears
